DATETIME;MXCO;JUNG;NEWK;OULU;SOPO
                       MXCO    JUNG    NEWK    OULU    SOPO
2025-03-03 07:25:00;215.640;168.939; 86.842; 95.059;255.768
2025-03-03 07:30:00;216.234;169.149; 86.610; 94.867;254.694
2025-03-03 07:35:00;214.350;170.216; 85.904; 96.009;255.436
2025-03-03 07:40:00;211.507;168.875; 86.834; 95.431;257.130
2025-03-03 07:45:00;213.600;168.191; 87.196; 95.984;256.712
2025-03-03 07:50:00;212.110;169.520; 86.436; 95.872;255.476
2025-03-03 07:55:00;211.473;169.417; 87.516; 94.886;253.162
2025-03-03 08:00:00;214.720;167.378; 86.870; 97.232;255.168
2025-03-03 08:05:00;214.867;169.164; 84.756; 94.858;255.798
2025-03-03 08:10:00;215.570;170.689; 86.444; 95.626;255.380
2025-03-03 08:15:00;212.147;168.851; 85.378; 96.418;255.416
2025-03-03 08:20:00;211.150;168.847; 85.726; 97.045;253.734
2025-03-03 08:25:00;213.557;170.814; 87.064; 96.719;251.982
2025-03-03 08:30:00;212.263;170.049; 86.322; 95.715;255.010
2025-03-03 08:35:00;211.720;169.088; 87.000; 95.124;256.302
2025-03-03 08:40:00;213.120;168.132; 86.984; 94.439;254.080
2025-03-03 08:45:00;213.013;170.100; 88.630; 96.694;254.310
2025-03-03 08:50:00;216.060;168.856; 86.390; 95.704;256.158
2025-03-03 08:55:00;214.233;169.121; 87.040; 96.311;254.624
2025-03-03 09:00:00;213.180;168.570; 86.622; 94.560;255.078
2025-03-03 09:05:00;213.480;169.064; 86.438; 94.727;254.262
2025-03-03 09:10:00;211.607;169.019; 85.454; 96.265;254.756
2025-03-03 09:15:00;212.647;170.939; 86.080; 94.367;254.014
2025-03-03 09:20:00;214.120;168.193; 86.214; 95.159;254.988
2025-03-03 09:25:00;213.700;168.872; 87.482; 96.924;253.578
2025-03-03 09:30:00;215.990;169.732; 86.844; 95.874;254.816
2025-03-03 09:35:00;214.400;168.359; 88.216; 96.448;255.778
2025-03-03 09:40:00;214.357;169.394; 87.486; 95.321;253.122
2025-03-03 09:45:00;214.186;169.794; 86.238; 96.472;253.480
2025-03-03 09:50:00;212.237;169.495; 86.972; 95.244;256.428
2025-03-03 09:55:00;214.670;169.763; 87.278; 97.446;254.382
2025-03-03 10:00:00;214.153;170.413; 86.434; 96.153;254.734
2025-03-03 10:05:00;212.433;170.069; 87.406; 95.350;254.054
2025-03-03 10:10:00;212.450;170.660; 85.858; 96.365;255.214
2025-03-03 10:15:00;212.890;169.346; 87.360; 96.064;254.374
2025-03-03 10:20:00;213.983;169.584; 86.186; 96.682;254.934
2025-03-03 10:25:00;214.360;169.587; 88.434; 94.269;255.472
2025-03-03 10:30:00;212.840;169.303; 86.866; 95.589;255.088
2025-03-03 10:35:00;215.123;170.439; 86.866; 95.259;255.810
2025-03-03 10:40:00;215.593;170.165; 85.866; 96.477;254.162
2025-03-03 10:45:00;213.087;169.867; 87.798; 95.090;252.124
2025-03-03 10:50:00;213.890;168.552; 85.894; 96.185;254.956
2025-03-03 10:55:00;214.727;167.827; 85.764; 94.785;255.642
2025-03-03 11:00:00;213.980;169.115; 85.890; 95.009;257.124
2025-03-03 11:05:00;214.467;170.116; 88.248; 96.801;256.100
2025-03-03 11:10:00;215.440;169.791; 86.580; 95.930;254.674
2025-03-03 11:15:00;214.470;169.674; 87.108; 94.443;254.410
2025-03-03 11:20:00;215.250;168.269; 85.584; 96.460;256.626
2025-03-03 11:25:00;215.810;168.537; 87.238; 96.142;258.966
2025-03-03 11:30:00;213.843;170.735; 87.896; 95.127;254.890
2025-03-03 11:35:00;213.280;169.019; 86.282; 95.206;255.932
2025-03-03 11:40:00;213.963;169.920; 86.398; 94.885;255.312
2025-03-03 11:45:00;216.840;168.178; 87.092; 95.085;255.498
2025-03-03 11:50:00;213.347;170.665; 86.878; 96.419;257.196
2025-03-03 11:55:00;212.483;171.630; 86.018; 96.806;256.668
2025-03-03 12:00:00;212.670;172.003; 86.488; 96.429;256.372
2025-03-03 12:05:00;213.963;168.641; 86.302; 94.828;256.364
2025-03-03 12:10:00;212.330;170.697; 86.944; 96.451;255.732
2025-03-03 12:15:00;211.770;170.154; 86.454; 95.475;256.018
2025-03-03 12:20:00;216.247;168.700; 84.648; 94.061;254.634
2025-03-03 12:25:00;212.460;169.506; 85.958; 93.712;256.694
2025-03-03 12:30:00;211.910;171.036; 86.364; 95.593;257.360
2025-03-03 12:35:00;211.910;166.855; 86.674; 94.606;255.520
2025-03-03 12:40:00;212.334;168.692; 86.886; 94.736;257.022
2025-03-03 12:45:00;216.003;169.089; 86.882; 93.882;252.258
2025-03-03 12:50:00;214.480;167.795; 85.984; 95.464;257.766
2025-03-03 12:55:00;212.823;168.747; 86.230; 95.798;254.264
2025-03-03 13:00:00;213.367;167.903; 86.364; 95.592;258.010
2025-03-03 13:05:00;213.503;171.069; 87.460; 94.232;255.436
2025-03-03 13:10:00;212.807;169.389; 86.114; 94.291;256.608
2025-03-03 13:15:00;212.410;167.220; 86.976; 95.606;257.948
2025-03-03 13:20:00;211.927;169.862; 87.564; 94.615;257.220
2025-03-03 13:25:00;215.003;168.216; 87.452; 95.492;259.452
2025-03-03 13:30:00;210.723;169.934; 86.422; 94.602;256.584
2025-03-03 13:35:00;213.433;168.311; 86.304; 96.206;258.372
2025-03-03 13:40:00;210.770;165.477; 87.404; 94.879;256.678
2025-03-03 13:45:00;211.270;169.244; 87.134; 95.130;258.778
2025-03-03 13:50:00;211.644;168.489; 87.118; 96.583;256.080
2025-03-03 13:55:00;212.473;169.468; 85.386; 95.647;256.436
2025-03-03 14:00:00;214.243;166.615; 86.478; 95.002;258.054
2025-03-03 14:05:00;212.163;168.398; 87.120; 95.288;255.188
